@relation 'winequality-red-weka.filters.unsupervised.attribute.Discretize-F-B10-M-1.0-R8-precision6-weka.filters.unsupervised.attribute.Discretize-F-B10-M-1.0-R8-precision6-weka.filters.unsupervised.attribute.Discretize-F-B10-M-1.0-R5,8-precision6'

@attribute 'fixed acidity' numeric
@attribute 'volatile acidity' numeric
@attribute 'citric acid' numeric
@attribute 'residual sugar' numeric
@attribute chlorides {'\'(-inf-0.0605]\'','\'(0.0605-0.0675]\'','\'(0.0675-0.0725]\'','\'(0.0725-0.0755]\'','\'(0.0755-0.0785]\'','\'(0.0785-0.0815]\'','\'(0.0815-0.0865]\'','\'(0.0865-0.0935]\'','\'(0.0935-0.1065]\'','\'(0.1065-inf)\''}
@attribute 'free sulfur dioxide' numeric
@attribute 'total sulfur dioxide' numeric
@attribute density {'\'(-inf-0.99455]\'','\'(0.99455-0.99535]\'','\'(0.99535-0.995865]\'','\'(0.995865-0.996305]\'','\'(0.996305-0.996755]\'','\'(0.996755-0.997175]\'','\'(0.997175-0.99759]\'','\'(0.99759-0.99816]\'','\'(0.99816-0.99912]\'','\'(0.99912-inf)\''}
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric
@attribute quality numeric

@data
7.9,0.72,0.17,2.6,'\'(0.0935-0.1065]\'',20,38,'\'(0.99759-0.99816]\'',3.4,0.53,9.5,5
8.9,0.595,0.41,7.9,'\'(0.0815-0.0865]\'',30,109,'\'(0.99912-inf)\'',3.27,0.57,9.3,5
12.4,0.4,0.51,2,'\'(-inf-0.0605]\'',6,24,'\'(0.99912-inf)\'',3.04,0.6,9.3,6
11.9,0.58,0.58,1.9,'\'(0.0675-0.0725]\'',5,18,'\'(0.99759-0.99816]\'',3.09,0.63,10,6
8.5,0.585,0.18,2.1,'\'(0.0755-0.0785]\'',5,30,'\'(0.996305-0.996755]\'',3.2,0.48,9.8,6
12.7,0.59,0.45,2.3,'\'(0.0815-0.0865]\'',11,22,'\'(0.99912-inf)\'',3,0.7,9.3,6
8.2,0.915,0.27,2.1,'\'(0.0865-0.0935]\'',7,23,'\'(0.995865-0.996305]\'',3.26,0.47,10,4
13.2,0.46,0.52,2.2,'\'(0.0675-0.0725]\'',12,35,'\'(0.99912-inf)\'',3.1,0.56,9,6
7.7,0.835,0,2.6,'\'(0.0785-0.0815]\'',6,14,'\'(0.997175-0.99759]\'',3.3,0.52,9.3,5
13.2,0.46,0.52,2.2,'\'(0.0675-0.0725]\'',12,35,'\'(0.99912-inf)\'',3.1,0.56,9,6
8.3,0.58,0.13,2.9,'\'(0.0935-0.1065]\'',14,63,'\'(0.99816-0.99912]\'',3.17,0.62,9.1,6
8.3,0.6,0.13,2.6,'\'(0.0815-0.0865]\'',6,24,'\'(0.99816-0.99912]\'',3.31,0.59,9.2,6
9.4,0.41,0.48,4.6,'\'(0.0675-0.0725]\'',10,20,'\'(0.997175-0.99759]\'',3.34,0.79,12.2,7
8.8,0.48,0.41,3.3,'\'(0.0865-0.0935]\'',26,52,'\'(0.99816-0.99912]\'',3.31,0.53,10.5,6
10.1,0.65,0.37,5.1,'\'(0.1065-inf)\'',11,65,'\'(0.99912-inf)\'',3.32,0.64,10.4,6
6.3,0.36,0.19,3.2,'\'(0.0725-0.0755]\'',15,39,'\'(0.99535-0.995865]\'',3.56,0.52,12.7,6
8.8,0.24,0.54,2.5,'\'(0.0815-0.0865]\'',25,57,'\'(0.99816-0.99912]\'',3.39,0.54,9.2,5
13.2,0.38,0.55,2.7,'\'(0.0785-0.0815]\'',5,16,'\'(0.99912-inf)\'',2.98,0.54,9.4,5
7.5,0.64,0,2.4,'\'(0.0755-0.0785]\'',18,29,'\'(0.996305-0.996755]\'',3.32,0.6,10,6
8.2,0.39,0.38,1.5,'\'(-inf-0.0605]\'',10,29,'\'(0.995865-0.996305]\'',3.26,0.74,9.8,5
9.2,0.755,0.18,2.2,'\'(0.1065-inf)\'',10,103,'\'(0.996755-0.997175]\'',2.87,1.36,10.2,6
9.6,0.6,0.5,2.3,'\'(0.0785-0.0815]\'',28,71,'\'(0.99912-inf)\'',3.5,0.57,9.7,5
9.6,0.6,0.5,2.3,'\'(0.0785-0.0815]\'',28,71,'\'(0.99912-inf)\'',3.5,0.57,9.7,5
11.5,0.31,0.51,2.2,'\'(0.0785-0.0815]\'',14,28,'\'(0.99816-0.99912]\'',3.03,0.93,9.8,6
11.4,0.46,0.5,2.7,'\'(0.1065-inf)\'',4,17,'\'(0.99912-inf)\'',3.13,0.7,10.2,5
11.3,0.37,0.41,2.3,'\'(0.0865-0.0935]\'',6,16,'\'(0.99816-0.99912]\'',3.09,0.8,9.3,5
8.3,0.54,0.24,3.4,'\'(0.0755-0.0785]\'',16,112,'\'(0.99759-0.99816]\'',3.27,0.61,9.4,5
8.2,0.56,0.23,3.4,'\'(0.0755-0.0785]\'',14,104,'\'(0.99759-0.99816]\'',3.28,0.62,9.4,5
10,0.58,0.22,1.9,'\'(0.0785-0.0815]\'',9,32,'\'(0.997175-0.99759]\'',3.13,0.55,9.5,5
7.9,0.51,0.25,2.9,'\'(0.0755-0.0785]\'',21,45,'\'(0.997175-0.99759]\'',3.49,0.96,12.1,6
6.8,0.69,0,5.6,'\'(0.1065-inf)\'',21,58,'\'(0.99912-inf)\'',3.46,0.72,10.2,5
6.8,0.69,0,5.6,'\'(0.1065-inf)\'',21,58,'\'(0.99912-inf)\'',3.46,0.72,10.2,5
8.8,0.6,0.29,2.2,'\'(0.0935-0.1065]\'',5,15,'\'(0.99816-0.99912]\'',3.36,0.49,9.1,5
8.8,0.6,0.29,2.2,'\'(0.0935-0.1065]\'',5,15,'\'(0.99816-0.99912]\'',3.36,0.49,9.1,5
8.7,0.54,0.26,2.5,'\'(0.0935-0.1065]\'',7,31,'\'(0.99759-0.99816]\'',3.27,0.6,9.3,6
7.6,0.685,0.23,2.3,'\'(0.1065-inf)\'',20,84,'\'(0.996305-0.996755]\'',3.21,0.61,9.3,5
8.7,0.54,0.26,2.5,'\'(0.0935-0.1065]\'',7,31,'\'(0.99759-0.99816]\'',3.27,0.6,9.3,6
10.4,0.28,0.54,2.7,'\'(0.0935-0.1065]\'',5,19,'\'(0.99816-0.99912]\'',3.25,0.63,9.5,5
7.6,0.41,0.14,3,'\'(0.0865-0.0935]\'',21,43,'\'(0.996305-0.996755]\'',3.32,0.57,10.5,6
10.1,0.935,0.22,3.4,'\'(0.0935-0.1065]\'',11,86,'\'(0.99912-inf)\'',3.43,0.64,11.3,4
7.9,0.35,0.21,1.9,'\'(0.0725-0.0755]\'',46,102,'\'(0.996305-0.996755]\'',3.27,0.58,9.5,5
8.7,0.84,0,1.4,'\'(0.0605-0.0675]\'',24,33,'\'(0.99535-0.995865]\'',3.27,0.55,9.7,5
9.6,0.88,0.28,2.4,'\'(0.0815-0.0865]\'',30,147,'\'(0.99759-0.99816]\'',3.24,0.53,9.4,5
9.5,0.885,0.27,2.3,'\'(0.0815-0.0865]\'',31,145,'\'(0.99759-0.99816]\'',3.24,0.53,9.4,5
7.7,0.915,0.12,2.2,'\'(0.1065-inf)\'',7,23,'\'(0.996305-0.996755]\'',3.35,0.65,10.2,7
8.9,0.29,0.35,1.9,'\'(0.0605-0.0675]\'',25,57,'\'(0.996755-0.997175]\'',3.18,1.36,10.3,6
9.9,0.54,0.45,2.3,'\'(0.0675-0.0725]\'',16,40,'\'(0.99816-0.99912]\'',3.39,0.62,9.4,5
9.5,0.59,0.44,2.3,'\'(0.0675-0.0725]\'',21,68,'\'(0.99912-inf)\'',3.46,0.63,9.5,5
9.9,0.54,0.45,2.3,'\'(0.0675-0.0725]\'',16,40,'\'(0.99816-0.99912]\'',3.39,0.62,9.4,5
9.5,0.59,0.44,2.3,'\'(0.0675-0.0725]\'',21,68,'\'(0.99912-inf)\'',3.46,0.63,9.5,5
9.9,0.54,0.45,2.3,'\'(0.0675-0.0725]\'',16,40,'\'(0.99816-0.99912]\'',3.39,0.62,9.4,5
7.8,0.64,0.1,6,'\'(0.1065-inf)\'',5,11,'\'(0.99816-0.99912]\'',3.37,0.69,10.1,7
7.3,0.67,0.05,3.6,'\'(0.1065-inf)\'',6,20,'\'(0.997175-0.99759]\'',3.4,0.63,10.1,5
8.3,0.845,0.01,2.2,'\'(0.0675-0.0725]\'',5,14,'\'(0.996305-0.996755]\'',3.32,0.58,11,4
8.7,0.48,0.3,2.8,'\'(0.0605-0.0675]\'',10,28,'\'(0.996305-0.996755]\'',3.33,0.67,11.2,7
6.7,0.42,0.27,8.6,'\'(0.0675-0.0725]\'',24,148,'\'(0.99455-0.99535]\'',3.16,0.57,11.3,6
10.7,0.43,0.39,2.2,'\'(0.0935-0.1065]\'',8,32,'\'(0.99816-0.99912]\'',2.89,0.5,9.6,5
9.8,0.88,0.25,2.5,'\'(0.0935-0.1065]\'',35,155,'\'(0.99912-inf)\'',3.41,0.67,11.2,5
15.9,0.36,0.65,7.5,'\'(0.0935-0.1065]\'',22,71,'\'(0.99759-0.99816]\'',2.98,0.84,14.9,5
9.4,0.33,0.59,2.8,'\'(0.0785-0.0815]\'',9,30,'\'(0.99759-0.99816]\'',3.12,0.54,12,6
8.6,0.47,0.47,2.4,'\'(0.0725-0.0755]\'',7,29,'\'(0.99759-0.99816]\'',3.08,0.46,9.5,5
9.7,0.55,0.17,2.9,'\'(0.0865-0.0935]\'',20,53,'\'(0.99912-inf)\'',3.14,0.61,9.4,5
10.7,0.43,0.39,2.2,'\'(0.0935-0.1065]\'',8,32,'\'(0.99816-0.99912]\'',2.89,0.5,9.6,5
12,0.5,0.59,1.4,'\'(0.0725-0.0755]\'',23,42,'\'(0.99759-0.99816]\'',2.92,0.68,10.5,7
7.2,0.52,0.07,1.4,'\'(0.0725-0.0755]\'',5,20,'\'(0.997175-0.99759]\'',3.32,0.81,9.6,6
7.1,0.84,0.02,4.4,'\'(0.0935-0.1065]\'',5,13,'\'(0.996755-0.997175]\'',3.41,0.57,11,4
7.2,0.52,0.07,1.4,'\'(0.0725-0.0755]\'',5,20,'\'(0.997175-0.99759]\'',3.32,0.81,9.6,6
7.5,0.42,0.31,1.6,'\'(0.0785-0.0815]\'',15,42,'\'(0.99759-0.99816]\'',3.31,0.64,9,5
7.2,0.57,0.06,1.6,'\'(0.0755-0.0785]\'',9,27,'\'(0.997175-0.99759]\'',3.36,0.7,9.6,6
10.1,0.28,0.46,1.8,'\'(-inf-0.0605]\'',5,13,'\'(0.997175-0.99759]\'',3.04,0.79,10.2,6
12.1,0.4,0.52,2,'\'(0.0865-0.0935]\'',15,54,'\'(0.99912-inf)\'',3.03,0.66,10.2,5
9.4,0.59,0.14,2,'\'(0.0815-0.0865]\'',25,48,'\'(0.99759-0.99816]\'',3.14,0.56,9.7,5
8.3,0.49,0.36,1.8,'\'(0.1065-inf)\'',6,16,'\'(0.99759-0.99816]\'',3.18,0.6,9.5,6
11.3,0.34,0.45,2,'\'(0.0815-0.0865]\'',6,15,'\'(0.99816-0.99912]\'',2.94,0.66,9.2,6
10,0.73,0.43,2.3,'\'(-inf-0.0605]\'',15,31,'\'(0.996305-0.996755]\'',3.15,0.57,11,5
11.3,0.34,0.45,2,'\'(0.0815-0.0865]\'',6,15,'\'(0.99816-0.99912]\'',2.94,0.66,9.2,6
6.9,0.4,0.24,2.5,'\'(0.0815-0.0865]\'',30,45,'\'(0.995865-0.996305]\'',3.26,0.58,10,5
8.2,0.73,0.21,1.7,'\'(0.0725-0.0755]\'',5,13,'\'(0.996755-0.997175]\'',3.2,0.52,9.5,5
9.8,1.24,0.34,2,'\'(0.0785-0.0815]\'',32,151,'\'(0.99759-0.99816]\'',3.15,0.53,9.5,5
8.2,0.73,0.21,1.7,'\'(0.0725-0.0755]\'',5,13,'\'(0.996755-0.997175]\'',3.2,0.52,9.5,5
10.8,0.4,0.41,2.2,'\'(0.0815-0.0865]\'',7,17,'\'(0.99816-0.99912]\'',3.08,0.67,9.3,6
9.3,0.41,0.39,2.2,'\'(0.0605-0.0675]\'',12,31,'\'(0.99816-0.99912]\'',3.26,0.65,10.2,5
10.8,0.4,0.41,2.2,'\'(0.0815-0.0865]\'',7,17,'\'(0.99816-0.99912]\'',3.08,0.67,9.3,6
8.6,0.8,0.11,2.3,'\'(0.0815-0.0865]\'',12,31,'\'(0.99759-0.99816]\'',3.4,0.48,9.9,5
8.3,0.78,0.1,2.6,'\'(0.0785-0.0815]\'',45,87,'\'(0.99816-0.99912]\'',3.48,0.53,10,5
10.8,0.26,0.45,3.3,'\'(-inf-0.0605]\'',20,49,'\'(0.997175-0.99759]\'',3.13,0.54,9.6,5
13.3,0.43,0.58,1.9,'\'(0.0675-0.0725]\'',15,40,'\'(0.99912-inf)\'',3.06,0.49,9,5
8,0.45,0.23,2.2,'\'(0.0935-0.1065]\'',16,29,'\'(0.995865-0.996305]\'',3.21,0.49,10.2,6
8.5,0.46,0.31,2.25,'\'(0.0755-0.0785]\'',32,58,'\'(0.99759-0.99816]\'',3.33,0.54,9.8,5
8.1,0.78,0.23,2.6,'\'(-inf-0.0605]\'',5,15,'\'(0.996755-0.997175]\'',3.37,0.56,11.3,5
9.8,0.98,0.32,2.3,'\'(0.0755-0.0785]\'',35,152,'\'(0.99759-0.99816]\'',3.25,0.48,9.4,5
8.1,0.78,0.23,2.6,'\'(-inf-0.0605]\'',5,15,'\'(0.996755-0.997175]\'',3.37,0.56,11.3,5
7.1,0.65,0.18,1.8,'\'(0.0675-0.0725]\'',13,40,'\'(0.996755-0.997175]\'',3.44,0.6,9.1,5
9.1,0.64,0.23,3.1,'\'(0.0935-0.1065]\'',13,38,'\'(0.99912-inf)\'',3.28,0.59,9.7,5
7.7,0.66,0.04,1.6,'\'(-inf-0.0605]\'',4,9,'\'(0.995865-0.996305]\'',3.4,0.47,9.4,5
8.1,0.38,0.48,1.8,'\'(0.1065-inf)\'',5,17,'\'(0.99759-0.99816]\'',3.3,1.05,9.4,5
7.4,1.185,0,4.25,'\'(0.0935-0.1065]\'',5,14,'\'(0.996305-0.996755]\'',3.63,0.54,10.7,3
9.2,0.92,0.24,2.6,'\'(0.0865-0.0935]\'',12,93,'\'(0.99912-inf)\'',3.48,0.54,9.8,5
8.6,0.49,0.51,2,'\'(0.1065-inf)\'',16,62,'\'(0.99759-0.99816]\'',3.03,1.17,9,5
9,0.48,0.32,2.8,'\'(0.0815-0.0865]\'',21,122,'\'(0.99816-0.99912]\'',3.32,0.62,9.4,5
9,0.47,0.31,2.7,'\'(0.0815-0.0865]\'',24,125,'\'(0.99816-0.99912]\'',3.31,0.61,9.4,5
5.1,0.47,0.02,1.3,'\'(-inf-0.0605]\'',18,44,'\'(-inf-0.99455]\'',3.9,0.62,12.8,6
7,0.65,0.02,2.1,'\'(0.0605-0.0675]\'',8,25,'\'(0.997175-0.99759]\'',3.47,0.67,9.5,6
7,0.65,0.02,2.1,'\'(0.0605-0.0675]\'',8,25,'\'(0.997175-0.99759]\'',3.47,0.67,9.5,6
9.4,0.615,0.28,3.2,'\'(0.0865-0.0935]\'',18,72,'\'(0.99912-inf)\'',3.31,0.53,9.7,5
11.8,0.38,0.55,2.1,'\'(0.0675-0.0725]\'',5,19,'\'(0.99816-0.99912]\'',3.11,0.62,10.8,6
10.6,1.02,0.43,2.9,'\'(0.0755-0.0785]\'',26,88,'\'(0.99816-0.99912]\'',3.08,0.57,10.1,6
7,0.65,0.02,2.1,'\'(0.0605-0.0675]\'',8,25,'\'(0.997175-0.99759]\'',3.47,0.67,9.5,6
7,0.64,0.02,2.1,'\'(0.0605-0.0675]\'',9,23,'\'(0.996755-0.997175]\'',3.47,0.67,9.4,6
7.5,0.38,0.48,2.6,'\'(0.0725-0.0755]\'',22,84,'\'(0.997175-0.99759]\'',3.32,0.7,9.6,4
9.1,0.765,0.04,1.6,'\'(0.0755-0.0785]\'',4,14,'\'(0.99759-0.99816]\'',3.29,0.54,9.7,4
8.4,1.035,0.15,6,'\'(0.0725-0.0755]\'',11,54,'\'(0.99816-0.99912]\'',3.37,0.49,9.9,5
7,0.78,0.08,2,'\'(0.0865-0.0935]\'',10,19,'\'(0.99535-0.995865]\'',3.4,0.47,10,5
7.4,0.49,0.19,3,'\'(0.0755-0.0785]\'',16,37,'\'(0.996305-0.996755]\'',3.37,0.51,10.5,5
7.8,0.545,0.12,2.5,'\'(0.0675-0.0725]\'',11,35,'\'(0.995865-0.996305]\'',3.34,0.61,11.6,6
9.7,0.31,0.47,1.6,'\'(0.0605-0.0675]\'',13,33,'\'(0.99816-0.99912]\'',3.27,0.66,10,6
10.6,1.025,0.43,2.8,'\'(0.0785-0.0815]\'',21,84,'\'(0.99816-0.99912]\'',3.06,0.57,10.1,5
8.9,0.565,0.34,3,'\'(0.0865-0.0935]\'',16,112,'\'(0.99912-inf)\'',3.38,0.61,9.5,5
8.7,0.69,0,3.2,'\'(0.0815-0.0865]\'',13,33,'\'(0.99912-inf)\'',3.36,0.45,9.4,5
8,0.43,0.36,2.3,'\'(0.0725-0.0755]\'',10,48,'\'(0.99759-0.99816]\'',3.34,0.46,9.4,5
9.9,0.74,0.28,2.6,'\'(0.0755-0.0785]\'',21,77,'\'(0.99759-0.99816]\'',3.28,0.51,9.8,5
7.2,0.49,0.18,2.7,'\'(0.0675-0.0725]\'',13,34,'\'(0.996305-0.996755]\'',3.29,0.48,9.2,6
8,0.43,0.36,2.3,'\'(0.0725-0.0755]\'',10,48,'\'(0.99759-0.99816]\'',3.34,0.46,9.4,5
7.6,0.46,0.11,2.6,'\'(0.0785-0.0815]\'',12,49,'\'(0.996755-0.997175]\'',3.21,0.57,10,5
8.4,0.56,0.04,2,'\'(0.0815-0.0865]\'',10,22,'\'(0.99759-0.99816]\'',3.22,0.44,9.6,5
7.1,0.66,0,3.9,'\'(0.0815-0.0865]\'',17,45,'\'(0.99759-0.99816]\'',3.46,0.54,9.5,5
8.4,0.56,0.04,2,'\'(0.0815-0.0865]\'',10,22,'\'(0.99759-0.99816]\'',3.22,0.44,9.6,5
8.9,0.48,0.24,2.85,'\'(0.0935-0.1065]\'',35,106,'\'(0.99816-0.99912]\'',3.1,0.53,9.2,5
7.6,0.42,0.08,2.7,'\'(0.0815-0.0865]\'',15,48,'\'(0.996755-0.997175]\'',3.21,0.59,10,5
7.1,0.31,0.3,2.2,'\'(-inf-0.0605]\'',36,127,'\'(0.996305-0.996755]\'',2.94,1.62,9.5,5
7.5,1.115,0.1,3.1,'\'(0.0815-0.0865]\'',5,12,'\'(0.99535-0.995865]\'',3.54,0.6,11.2,4
9,0.66,0.17,3,'\'(0.0755-0.0785]\'',5,13,'\'(0.99759-0.99816]\'',3.29,0.55,10.4,5
8.1,0.72,0.09,2.8,'\'(0.0815-0.0865]\'',18,49,'\'(0.99912-inf)\'',3.43,0.72,11.1,6
6.4,0.57,0.02,1.8,'\'(0.0605-0.0675]\'',4,11,'\'(0.996755-0.997175]\'',3.46,0.68,9.5,5
6.4,0.57,0.02,1.8,'\'(0.0605-0.0675]\'',4,11,'\'(0.996755-0.997175]\'',3.46,0.68,9.5,5
6.4,0.865,0.03,3.2,'\'(0.0675-0.0725]\'',27,58,'\'(0.99455-0.99535]\'',3.61,0.49,12.7,6
9.5,0.55,0.66,2.3,'\'(0.1065-inf)\'',12,37,'\'(0.99816-0.99912]\'',3.17,0.67,9.6,5
8.9,0.875,0.13,3.45,'\'(0.0865-0.0935]\'',4,14,'\'(0.99912-inf)\'',3.44,0.52,11.5,5
7.3,0.835,0.03,2.1,'\'(0.0865-0.0935]\'',10,19,'\'(0.996305-0.996755]\'',3.39,0.47,9.6,5
7,0.45,0.34,2.7,'\'(0.0815-0.0865]\'',16,72,'\'(0.99759-0.99816]\'',3.55,0.6,9.5,5
7.7,0.56,0.2,2,'\'(0.0725-0.0755]\'',9,39,'\'(0.99816-0.99912]\'',3.48,0.62,9.3,5
7.7,0.965,0.1,2.1,'\'(0.1065-inf)\'',11,22,'\'(0.995865-0.996305]\'',3.26,0.5,9.5,5
7.7,0.965,0.1,2.1,'\'(0.1065-inf)\'',11,22,'\'(0.995865-0.996305]\'',3.26,0.5,9.5,5
8.2,0.59,0,2.5,'\'(0.0865-0.0935]\'',19,58,'\'(0.99912-inf)\'',3.5,0.65,9.3,6
9,0.46,0.23,2.8,'\'(0.0865-0.0935]\'',28,104,'\'(0.99816-0.99912]\'',3.1,0.56,9.2,5
9,0.69,0,2.4,'\'(0.0865-0.0935]\'',19,38,'\'(0.99816-0.99912]\'',3.35,0.6,9.3,5
8.3,0.76,0.29,4.2,'\'(0.0725-0.0755]\'',12,16,'\'(0.996305-0.996755]\'',3.45,0.68,11.5,6
9.2,0.53,0.24,2.6,'\'(0.0755-0.0785]\'',28,139,'\'(0.99759-0.99816]\'',3.21,0.57,9.5,5
6.5,0.615,0,1.9,'\'(0.0605-0.0675]\'',9,18,'\'(0.997175-0.99759]\'',3.46,0.65,9.2,5
11.6,0.41,0.58,2.8,'\'(0.0935-0.1065]\'',25,101,'\'(0.99912-inf)\'',3.13,0.53,10,5
11.1,0.39,0.54,2.7,'\'(0.0935-0.1065]\'',21,101,'\'(0.99912-inf)\'',3.13,0.51,9.5,5
7.3,0.51,0.18,2.1,'\'(0.0675-0.0725]\'',12,28,'\'(0.99759-0.99816]\'',3.52,0.73,9.5,6
8.2,0.34,0.38,2.5,'\'(0.0785-0.0815]\'',12,57,'\'(0.99759-0.99816]\'',3.3,0.47,9,6
8.6,0.33,0.4,2.6,'\'(0.0815-0.0865]\'',16,68,'\'(0.99759-0.99816]\'',3.3,0.48,9.4,5
7.2,0.5,0.18,2.1,'\'(0.0675-0.0725]\'',12,31,'\'(0.99759-0.99816]\'',3.52,0.72,9.6,6
7.3,0.51,0.18,2.1,'\'(0.0675-0.0725]\'',12,28,'\'(0.99759-0.99816]\'',3.52,0.73,9.5,6
8.3,0.65,0.1,2.9,'\'(0.0865-0.0935]\'',17,40,'\'(0.99759-0.99816]\'',3.29,0.55,9.5,5
8.3,0.65,0.1,2.9,'\'(0.0865-0.0935]\'',17,40,'\'(0.99759-0.99816]\'',3.29,0.55,9.5,5
7.6,0.54,0.13,2.5,'\'(0.0935-0.1065]\'',24,66,'\'(0.99759-0.99816]\'',3.39,0.61,9.4,5
8.3,0.65,0.1,2.9,'\'(0.0865-0.0935]\'',17,40,'\'(0.99759-0.99816]\'',3.29,0.55,9.5,5
7.8,0.48,0.68,1.7,'\'(0.1065-inf)\'',14,32,'\'(0.996305-0.996755]\'',3.09,1.06,9.1,6
7.8,0.91,0.07,1.9,'\'(-inf-0.0605]\'',22,47,'\'(0.99455-0.99535]\'',3.51,0.43,10.7,6
6.3,0.98,0.01,2,'\'(-inf-0.0605]\'',15,33,'\'(0.99455-0.99535]\'',3.6,0.46,11.2,6
8.1,0.87,0,2.2,'\'(0.0815-0.0865]\'',10,31,'\'(0.996305-0.996755]\'',3.25,0.5,9.8,5
8.1,0.87,0,2.2,'\'(0.0815-0.0865]\'',10,31,'\'(0.996305-0.996755]\'',3.25,0.5,9.8,5
8.8,0.42,0.21,2.5,'\'(0.0865-0.0935]\'',33,88,'\'(0.99816-0.99912]\'',3.19,0.52,9.2,5
9,0.58,0.25,2.8,'\'(0.0725-0.0755]\'',9,104,'\'(0.99759-0.99816]\'',3.23,0.57,9.7,5
9.3,0.655,0.26,2,'\'(0.0935-0.1065]\'',5,35,'\'(0.997175-0.99759]\'',3.25,0.42,9.6,5
8.8,0.7,0,1.7,'\'(0.0675-0.0725]\'',8,19,'\'(0.996755-0.997175]\'',3.31,0.53,10,6
9.3,0.655,0.26,2,'\'(0.0935-0.1065]\'',5,35,'\'(0.997175-0.99759]\'',3.25,0.42,9.6,5
9.1,0.68,0.11,2.8,'\'(0.0865-0.0935]\'',11,44,'\'(0.99816-0.99912]\'',3.31,0.55,9.5,6
9.2,0.67,0.1,3,'\'(0.0865-0.0935]\'',12,48,'\'(0.99816-0.99912]\'',3.31,0.54,9.5,6
8.8,0.59,0.18,2.9,'\'(0.0865-0.0935]\'',12,74,'\'(0.997175-0.99759]\'',3.14,0.54,9.4,5
7.5,0.6,0.32,2.7,'\'(0.0935-0.1065]\'',13,98,'\'(0.99912-inf)\'',3.45,0.62,9.5,5
7.1,0.59,0.02,2.3,'\'(0.0815-0.0865]\'',24,94,'\'(0.997175-0.99759]\'',3.55,0.53,9.7,6
7.9,0.72,0.01,1.9,'\'(0.0755-0.0785]\'',7,32,'\'(0.996305-0.996755]\'',3.39,0.54,9.6,5
7.1,0.59,0.02,2.3,'\'(0.0815-0.0865]\'',24,94,'\'(0.997175-0.99759]\'',3.55,0.53,9.7,6
9.4,0.685,0.26,2.4,'\'(0.0815-0.0865]\'',23,143,'\'(0.99759-0.99816]\'',3.28,0.55,9.4,5
9.5,0.57,0.27,2.3,'\'(0.0815-0.0865]\'',23,144,'\'(0.99759-0.99816]\'',3.27,0.55,9.4,5
7.9,0.4,0.29,1.8,'\'(0.1065-inf)\'',1,44,'\'(0.997175-0.99759]\'',3.3,0.92,9.5,6
7.9,0.4,0.3,1.8,'\'(0.1065-inf)\'',2,45,'\'(0.997175-0.99759]\'',3.31,0.91,9.5,6
7.2,1,0,3,'\'(0.0935-0.1065]\'',7,16,'\'(0.99535-0.995865]\'',3.43,0.46,10,5
6.9,0.765,0.18,2.4,'\'(0.1065-inf)\'',5.5,48,'\'(0.995865-0.996305]\'',3.4,0.6,10.3,6
6.9,0.635,0.17,2.4,'\'(0.1065-inf)\'',6,18,'\'(0.995865-0.996305]\'',3.4,0.59,10.3,6
8.3,0.43,0.3,3.4,'\'(0.0785-0.0815]\'',7,34,'\'(0.99759-0.99816]\'',3.36,0.61,10.5,5
7.1,0.52,0.03,2.6,'\'(0.0755-0.0785]\'',21,92,'\'(0.997175-0.99759]\'',3.5,0.6,9.8,5
7,0.57,0,2,'\'(0.1065-inf)\'',12,45,'\'(0.996755-0.997175]\'',3.31,0.6,9.4,6
6.5,0.46,0.14,2.4,'\'(0.1065-inf)\'',9,37,'\'(0.997175-0.99759]\'',3.66,0.65,9.8,5
9,0.82,0.05,2.4,'\'(0.0785-0.0815]\'',26,96,'\'(0.99759-0.99816]\'',3.36,0.53,10,5
6.5,0.46,0.14,2.4,'\'(0.1065-inf)\'',9,37,'\'(0.997175-0.99759]\'',3.66,0.65,9.8,5
7.1,0.59,0.01,2.5,'\'(0.0755-0.0785]\'',20,85,'\'(0.997175-0.99759]\'',3.55,0.59,9.8,5
9.9,0.35,0.41,2.3,'\'(0.0815-0.0865]\'',11,61,'\'(0.99816-0.99912]\'',3.21,0.5,9.5,5
9.9,0.35,0.41,2.3,'\'(0.0815-0.0865]\'',11,61,'\'(0.99816-0.99912]\'',3.21,0.5,9.5,5
10,0.56,0.24,2.2,'\'(0.0785-0.0815]\'',19,58,'\'(0.99816-0.99912]\'',3.18,0.56,10.1,6
10,0.56,0.24,2.2,'\'(0.0785-0.0815]\'',19,58,'\'(0.99816-0.99912]\'',3.18,0.56,10.1,6
8.6,0.63,0.17,2.9,'\'(0.0935-0.1065]\'',21,119,'\'(0.99759-0.99816]\'',3.09,0.52,9.3,5
7.4,0.37,0.43,2.6,'\'(0.0815-0.0865]\'',18,82,'\'(0.996755-0.997175]\'',3.33,0.68,9.7,6
8.8,0.64,0.17,2.9,'\'(0.0815-0.0865]\'',25,130,'\'(0.99816-0.99912]\'',3.23,0.54,9.6,5
7.1,0.61,0.02,2.5,'\'(0.0785-0.0815]\'',17,87,'\'(0.997175-0.99759]\'',3.48,0.6,9.7,6
7.7,0.6,0,2.6,'\'(-inf-0.0605]\'',7,13,'\'(0.996305-0.996755]\'',3.38,0.56,10.8,5
10.1,0.27,0.54,2.3,'\'(0.0605-0.0675]\'',7,26,'\'(0.99455-0.99535]\'',3.17,0.53,12.5,6
