@relation 'winequality-white-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R8-precision6-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R8-precision6-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R4,8-precision6'

@attribute 'fixed acidity' numeric
@attribute 'volatile acidity' numeric
@attribute 'citric acid' numeric
@attribute 'residual sugar' {'\'(-inf-7.12]\'','\'(7.12-13.64]\'','\'(13.64-20.16]\'','\'(20.16-26.68]\'','\'(26.68-33.2]\'','\'(33.2-39.72]\'','\'(39.72-46.24]\'','\'(46.24-52.76]\'','\'(52.76-59.28]\'','\'(59.28-inf)\''}
@attribute chlorides numeric
@attribute 'free sulfur dioxide' numeric
@attribute 'total sulfur dioxide' numeric
@attribute density {'\'(-inf-0.992297]\'','\'(0.992297-0.997484]\'','\'(0.997484-1.002671]\'','\'(1.002671-1.007858]\'','\'(1.007858-1.013045]\'','\'(1.013045-1.018232]\'','\'(1.018232-1.023419]\'','\'(1.023419-1.028606]\'','\'(1.028606-1.033793]\'','\'(1.033793-inf)\''}
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric
@attribute quality numeric

@data
6.5,0.21,0.51,'\'(13.64-20.16]\'',0.045,34,125,'\'(0.997484-1.002671]\'',3.2,0.47,8.8,6
6.6,0.3,0.25,'\'(7.12-13.64]\'',0.036,21,124,'\'(0.992297-0.997484]\'',3.06,0.38,10.8,6
7.6,0.31,0.27,'\'(7.12-13.64]\'',0.021,57,156,'\'(0.992297-0.997484]\'',3.08,0.38,11,7
5.8,0.58,0,'\'(-inf-7.12]\'',0.02,33,96,'\'(-inf-0.992297]\'',3.29,0.38,12.4,6
6.5,0.26,0.39,'\'(-inf-7.12]\'',0.02,12,66,'\'(-inf-0.992297]\'',3.25,0.75,11.3,7
8.7,0.3,0.34,'\'(-inf-7.12]\'',0.018,23,127,'\'(0.992297-0.997484]\'',3.12,0.49,11.2,7
6.4,0.29,0.32,'\'(-inf-7.12]\'',0.014,34,89,'\'(-inf-0.992297]\'',3.24,0.66,12.5,7
6.7,0.13,0.32,'\'(-inf-7.12]\'',0.017,32,99,'\'(0.992297-0.997484]\'',3.12,0.44,10,6
6.8,0.19,0.33,'\'(-inf-7.12]\'',0.047,42,130,'\'(0.992297-0.997484]\'',3.12,0.56,11,6
6,0.25,0.4,'\'(-inf-7.12]\'',0.052,56,152,'\'(0.992297-0.997484]\'',3.16,0.88,10.5,6
6,0.25,0.4,'\'(-inf-7.12]\'',0.052,56,152,'\'(0.992297-0.997484]\'',3.16,0.88,10.5,6
6.8,0.19,0.33,'\'(-inf-7.12]\'',0.047,42,130,'\'(0.992297-0.997484]\'',3.12,0.56,11,6
6.4,0.24,0.23,'\'(-inf-7.12]\'',0.046,30,133,'\'(-inf-0.992297]\'',3.12,0.54,11.4,7
5.9,0.18,0.28,'\'(-inf-7.12]\'',0.039,50,139,'\'(-inf-0.992297]\'',3.16,0.44,11.3,6
7.2,0.33,0.22,'\'(-inf-7.12]\'',0.031,10,73,'\'(-inf-0.992297]\'',2.97,0.52,12.2,7
6.4,0.29,0.24,'\'(-inf-7.12]\'',0.037,31,95,'\'(-inf-0.992297]\'',2.9,0.66,12.6,7
7.3,0.31,0.25,'\'(-inf-7.12]\'',0.032,30,138,'\'(0.992297-0.997484]\'',2.9,0.37,11.1,5
7,0.29,0.37,'\'(-inf-7.12]\'',0.035,34,126,'\'(-inf-0.992297]\'',3.26,0.47,12.3,6
6.9,0.19,0.6,'\'(-inf-7.12]\'',0.037,6,122,'\'(0.992297-0.997484]\'',2.92,0.59,10.4,4
6.3,0.32,0.17,'\'(13.64-20.16]\'',0.06,51,190,'\'(0.997484-1.002671]\'',3.13,0.48,8.8,6
6.6,0.085,0.33,'\'(-inf-7.12]\'',0.036,17,109,'\'(0.992297-0.997484]\'',3.27,0.61,9.5,6
6.3,0.32,0.17,'\'(13.64-20.16]\'',0.06,51,190,'\'(0.997484-1.002671]\'',3.13,0.48,8.8,6
6.8,0.18,0.32,'\'(7.12-13.64]\'',0.047,17,109,'\'(0.992297-0.997484]\'',3.42,0.44,10.4,6
6.8,0.52,0.26,'\'(-inf-7.12]\'',0.038,27,130,'\'(-inf-0.992297]\'',3.11,0.27,13,7
7.1,0.28,0.28,'\'(7.12-13.64]\'',0.03,25,191,'\'(0.992297-0.997484]\'',3.16,0.46,12.2,7
5.7,0.15,0.47,'\'(7.12-13.64]\'',0.035,49,128,'\'(0.992297-0.997484]\'',3.03,0.34,10.5,8
5.8,0.275,0.3,'\'(-inf-7.12]\'',0.043,41,149,'\'(0.992297-0.997484]\'',3.33,0.42,10.8,7
5.4,0.53,0.16,'\'(-inf-7.12]\'',0.036,34,128,'\'(-inf-0.992297]\'',3.2,0.53,13.2,8
5.8,0.32,0.28,'\'(-inf-7.12]\'',0.032,46,115,'\'(-inf-0.992297]\'',3.16,0.57,13,8
6.7,0.22,0.39,'\'(-inf-7.12]\'',0.049,26,152,'\'(0.992297-0.997484]\'',3.5,0.47,10,6
6.1,0.6,0.12,'\'(-inf-7.12]\'',0.05,11,76,'\'(0.992297-0.997484]\'',3.42,0.48,10.4,4
6.5,0.26,0.31,'\'(-inf-7.12]\'',0.034,59,145,'\'(-inf-0.992297]\'',3.16,0.54,12.4,6
5,0.29,0.54,'\'(-inf-7.12]\'',0.035,54,155,'\'(-inf-0.992297]\'',3.27,0.34,12.9,8
5.4,0.53,0.16,'\'(-inf-7.12]\'',0.036,34,128,'\'(-inf-0.992297]\'',3.2,0.53,13.2,8
6.8,0.21,0.26,'\'(7.12-13.64]\'',0.038,61,152,'\'(0.992297-0.997484]\'',3.02,0.56,10.5,7
5.8,0.32,0.28,'\'(-inf-7.12]\'',0.032,46,115,'\'(-inf-0.992297]\'',3.16,0.57,13,8
6.5,0.27,0.26,'\'(7.12-13.64]\'',0.03,2,82,'\'(0.992297-0.997484]\'',3.07,0.36,11.2,5
5.9,0.37,0.32,'\'(-inf-7.12]\'',0.029,41,102,'\'(-inf-0.992297]\'',3.41,0.55,12.7,7
6.2,0.21,0.18,'\'(7.12-13.64]\'',0.044,61,155,'\'(0.992297-0.997484]\'',3.14,0.52,9.4,6
6.8,0.3,0.29,'\'(-inf-7.12]\'',0.025,29,95,'\'(-inf-0.992297]\'',3.03,0.32,12.9,7
7.3,0.41,0.29,'\'(-inf-7.12]\'',0.032,26,74,'\'(-inf-0.992297]\'',2.96,0.35,13,8
5.4,0.3,0.3,'\'(-inf-7.12]\'',0.029,25,93,'\'(-inf-0.992297]\'',3.31,0.4,13.6,7
6.6,0.34,0.2,'\'(-inf-7.12]\'',0.053,26,112,'\'(0.992297-0.997484]\'',3.32,0.55,9.1,5
5.6,0.25,0.19,'\'(-inf-7.12]\'',0.049,42,166,'\'(-inf-0.992297]\'',3.25,0.43,10.4,6
5.3,0.3,0.3,'\'(-inf-7.12]\'',0.029,25,93,'\'(-inf-0.992297]\'',3.31,0.4,13.6,7
6.9,0.58,0.58,'\'(7.12-13.64]\'',0.032,29,169,'\'(0.992297-0.997484]\'',3.28,0.44,12.2,6
7.2,0.23,0.25,'\'(13.64-20.16]\'',0.085,19,111,'\'(0.997484-1.002671]\'',3.1,0.51,8.7,5
7.1,0.2,0.27,'\'(7.12-13.64]\'',0.037,19,105,'\'(0.992297-0.997484]\'',3.04,0.37,10.5,7
6.8,0.15,0.41,'\'(7.12-13.64]\'',0.044,79.5,183,'\'(0.992297-0.997484]\'',3.24,0.78,10.2,6
7,0.22,0.26,'\'(7.12-13.64]\'',0.027,37,122,'\'(-inf-0.992297]\'',3.06,0.34,12.5,8
6.4,0.16,0.44,'\'(-inf-7.12]\'',0.051,39,122,'\'(-inf-0.992297]\'',3.11,0.75,11.3,7
6.8,0.15,0.41,'\'(7.12-13.64]\'',0.044,79.5,183,'\'(0.992297-0.997484]\'',3.24,0.78,10.2,6
6.8,0.31,0.3,'\'(7.12-13.64]\'',0.028,33,122,'\'(-inf-0.992297]\'',3.13,0.63,12.6,7
6.8,0.15,0.41,'\'(7.12-13.64]\'',0.044,79.5,183,'\'(0.992297-0.997484]\'',3.24,0.78,10.2,6
7.6,0.3,0.37,'\'(-inf-7.12]\'',0.087,27,177,'\'(0.992297-0.997484]\'',3.09,0.5,9.8,5
6,0.16,0.27,'\'(7.12-13.64]\'',0.03,39,98,'\'(0.992297-0.997484]\'',3.15,0.34,10.8,5
7.1,0.21,0.35,'\'(-inf-7.12]\'',0.04,41,186,'\'(-inf-0.992297]\'',3.32,0.56,12.5,6
7,0.22,0.26,'\'(7.12-13.64]\'',0.027,37,122,'\'(-inf-0.992297]\'',3.06,0.34,12.5,8
5.6,0.21,0.24,'\'(-inf-7.12]\'',0.027,37,150,'\'(-inf-0.992297]\'',3.3,0.31,11.5,7
7.4,0.22,0.26,'\'(7.12-13.64]\'',0.027,23,112,'\'(0.992297-0.997484]\'',2.98,0.41,11.4,6
7.1,0.2,0.27,'\'(7.12-13.64]\'',0.037,19,105,'\'(0.992297-0.997484]\'',3.04,0.37,10.5,7
6.8,0.31,0.3,'\'(7.12-13.64]\'',0.028,33,122,'\'(-inf-0.992297]\'',3.13,0.63,12.6,7
7.2,0.23,0.25,'\'(13.64-20.16]\'',0.085,19,111,'\'(0.997484-1.002671]\'',3.1,0.51,8.7,5
6.4,0.15,0.4,'\'(-inf-7.12]\'',0.053,61,146,'\'(-inf-0.992297]\'',3.17,0.68,11,6
6.4,0.16,0.44,'\'(-inf-7.12]\'',0.051,39,122,'\'(-inf-0.992297]\'',3.11,0.75,11.3,7
6.8,0.15,0.41,'\'(7.12-13.64]\'',0.044,79.5,182,'\'(0.992297-0.997484]\'',3.24,0.78,10.2,6
6.3,0.22,0.34,'\'(-inf-7.12]\'',0.036,32,96,'\'(-inf-0.992297]\'',3.06,0.74,11.6,6
7.6,0.3,0.37,'\'(-inf-7.12]\'',0.087,27,177,'\'(0.992297-0.997484]\'',3.09,0.5,9.8,5
7,0.3,0.27,'\'(-inf-7.12]\'',0.076,24,145,'\'(0.992297-0.997484]\'',3.1,0.52,10.1,5
6.6,0.26,0.22,'\'(13.64-20.16]\'',0.05,23,139,'\'(0.997484-1.002671]\'',3.06,0.5,9.2,5
7.5,0.24,0.31,'\'(7.12-13.64]\'',0.05,26,180,'\'(0.997484-1.002671]\'',3.05,0.53,9.1,6
7.5,0.24,0.31,'\'(7.12-13.64]\'',0.05,26,180,'\'(0.997484-1.002671]\'',3.05,0.53,9.1,6
7.5,0.24,0.31,'\'(7.12-13.64]\'',0.05,26,180,'\'(0.997484-1.002671]\'',3.05,0.53,9.1,6
7.5,0.24,0.31,'\'(7.12-13.64]\'',0.05,26,180,'\'(0.997484-1.002671]\'',3.05,0.53,9.1,6
6.6,0.15,0.34,'\'(-inf-7.12]\'',0.037,45,79,'\'(-inf-0.992297]\'',2.96,0.5,11.7,6
6.7,0.34,0.43,'\'(-inf-7.12]\'',0.041,29,114,'\'(-inf-0.992297]\'',3.23,0.44,12.6,6
7.7,0.35,0.46,'\'(7.12-13.64]\'',0.088,61,183,'\'(0.997484-1.002671]\'',2.86,0.47,9,5
6.7,0.31,0.09,'\'(-inf-7.12]\'',0.039,53,141,'\'(-inf-0.992297]\'',3.12,0.44,10.1,5
4.7,0.67,0.09,'\'(-inf-7.12]\'',0.02,5,9,'\'(-inf-0.992297]\'',3.3,0.34,13.6,5
7.5,0.24,0.31,'\'(7.12-13.64]\'',0.05,26,180,'\'(0.997484-1.002671]\'',3.05,0.53,9.1,6
6.3,0.2,0.18,'\'(7.12-13.64]\'',0.045,57,159,'\'(0.992297-0.997484]\'',3.09,0.54,9.2,5
6.6,0.28,0.23,'\'(7.12-13.64]\'',0.049,45,190,'\'(0.997484-1.002671]\'',3.12,0.51,8.8,5
8.5,0.18,0.3,'\'(-inf-7.12]\'',0.028,34,95,'\'(0.992297-0.997484]\'',2.83,0.36,10,4
6.5,0.35,0.38,'\'(7.12-13.64]\'',0.036,20,196,'\'(0.992297-0.997484]\'',3.47,0.48,9.1,6
6.8,0.22,0.26,'\'(-inf-7.12]\'',0.041,29,182,'\'(-inf-0.992297]\'',3.04,0.35,11.2,5
6.3,0.18,0.24,'\'(-inf-7.12]\'',0.053,20,119,'\'(0.992297-0.997484]\'',3.11,0.52,9.2,6
6.6,0.26,0.22,'\'(13.64-20.16]\'',0.05,23,139,'\'(0.997484-1.002671]\'',3.06,0.5,9.2,5
6.6,0.3,0.45,'\'(7.12-13.64]\'',0.038,54,200,'\'(0.992297-0.997484]\'',3.18,0.48,9.5,5
6.3,0.34,0.27,'\'(-inf-7.12]\'',0.024,40,152,'\'(-inf-0.992297]\'',3.35,0.6,11.9,7
7.7,0.3,0.23,'\'(-inf-7.12]\'',0.068,28,138,'\'(0.992297-0.997484]\'',3.11,0.62,9.8,5
7.7,0.31,0.23,'\'(-inf-7.12]\'',0.069,29,134,'\'(0.992297-0.997484]\'',3.11,0.62,9.8,5
5.7,0.265,0.28,'\'(-inf-7.12]\'',0.036,46,150,'\'(0.992297-0.997484]\'',3.36,0.44,10.8,7
5.4,0.255,0.33,'\'(-inf-7.12]\'',0.051,29,122,'\'(-inf-0.992297]\'',3.37,0.66,11.3,6
6.6,0.26,0.28,'\'(7.12-13.64]\'',0.028,13,121,'\'(0.992297-0.997484]\'',3.17,0.34,12.1,6
4.8,0.17,0.28,'\'(-inf-7.12]\'',0.03,22,111,'\'(-inf-0.992297]\'',3.38,0.34,11.3,7
5.7,0.265,0.28,'\'(-inf-7.12]\'',0.036,46,150,'\'(0.992297-0.997484]\'',3.36,0.44,10.8,7
6.2,0.2,0.33,'\'(-inf-7.12]\'',0.028,21,75,'\'(-inf-0.992297]\'',3.36,0.41,13.5,7
7.5,0.28,0.41,'\'(-inf-7.12]\'',0.044,11,126,'\'(0.992297-0.997484]\'',3.28,0.45,10.3,5
6.2,0.22,0.2,'\'(20.16-26.68]\'',0.035,58,184,'\'(0.997484-1.002671]\'',3.11,0.53,9,6
7,0.34,0.26,'\'(7.12-13.64]\'',0.041,51,166,'\'(0.992297-0.997484]\'',3.08,0.35,11.6,6
7.5,0.28,0.41,'\'(-inf-7.12]\'',0.044,11,126,'\'(0.992297-0.997484]\'',3.28,0.45,10.3,5
6.5,0.19,0.34,'\'(-inf-7.12]\'',0.029,39,116,'\'(-inf-0.992297]\'',3.21,0.68,12.5,6
6,0.21,0.29,'\'(7.12-13.64]\'',0.042,28,125,'\'(0.997484-1.002671]\'',3.39,0.45,8.6,5
6.1,0.22,0.46,'\'(-inf-7.12]\'',0.16,34,74,'\'(-inf-0.992297]\'',3.19,0.33,13.4,6
6.5,0.32,0.48,'\'(7.12-13.64]\'',0.026,18,88,'\'(-inf-0.992297]\'',3.22,0.79,12.7,4
7.1,0.21,0.72,'\'(-inf-7.12]\'',0.167,65,120,'\'(0.992297-0.997484]\'',2.97,0.51,9.2,5
5.6,0.26,0.18,'\'(-inf-7.12]\'',0.034,18,135,'\'(-inf-0.992297]\'',3.32,0.35,10.2,6
7,0.15,0.28,'\'(13.64-20.16]\'',0.051,29,149,'\'(0.997484-1.002671]\'',2.96,0.39,9,7
7,0.15,0.28,'\'(13.64-20.16]\'',0.051,29,149,'\'(0.997484-1.002671]\'',2.96,0.39,9,7
7,0.15,0.28,'\'(13.64-20.16]\'',0.051,29,149,'\'(0.997484-1.002671]\'',2.96,0.39,9,7
7,0.15,0.28,'\'(13.64-20.16]\'',0.051,29,149,'\'(0.997484-1.002671]\'',2.96,0.39,9,7
7,0.15,0.28,'\'(13.64-20.16]\'',0.051,29,149,'\'(0.997484-1.002671]\'',2.96,0.39,9,7
7,0.15,0.28,'\'(13.64-20.16]\'',0.051,29,149,'\'(0.997484-1.002671]\'',2.96,0.39,9,7
7,0.15,0.28,'\'(13.64-20.16]\'',0.051,29,149,'\'(0.997484-1.002671]\'',2.96,0.39,9,7
7.4,0.27,0.28,'\'(-inf-7.12]\'',0.04,45,121,'\'(-inf-0.992297]\'',3.02,0.4,11.9,5
6.8,0.22,0.3,'\'(7.12-13.64]\'',0.07,67,194,'\'(0.992297-0.997484]\'',2.89,0.42,9,6
6.2,0.24,0.25,'\'(7.12-13.64]\'',0.055,47,134,'\'(0.997484-1.002671]\'',3.3,0.51,9,5
6.3,0.28,0.29,'\'(-inf-7.12]\'',0.051,40,143,'\'(0.992297-0.997484]\'',3.43,0.59,11,6
7,0.15,0.28,'\'(13.64-20.16]\'',0.051,29,149,'\'(0.997484-1.002671]\'',2.96,0.39,9,7
5.5,0.17,0.23,'\'(-inf-7.12]\'',0.039,10,108,'\'(0.992297-0.997484]\'',3.28,0.5,10,5
6.5,0.26,0.34,'\'(-inf-7.12]\'',0.04,25,184,'\'(-inf-0.992297]\'',3.29,0.46,10.7,5
6.6,0.27,0.33,'\'(-inf-7.12]\'',0.042,24,183,'\'(-inf-0.992297]\'',3.29,0.46,10.7,5
5.4,0.46,0.15,'\'(-inf-7.12]\'',0.026,29,130,'\'(-inf-0.992297]\'',3.39,0.77,13.4,8
7.8,0.19,0.32,'\'(7.12-13.64]\'',0.015,47,124,'\'(0.992297-0.997484]\'',2.99,0.39,11,6
5.5,0.17,0.23,'\'(-inf-7.12]\'',0.039,10,108,'\'(0.992297-0.997484]\'',3.28,0.5,10,5
6.5,0.26,0.34,'\'(-inf-7.12]\'',0.04,25,184,'\'(-inf-0.992297]\'',3.29,0.46,10.7,5
6.6,0.27,0.33,'\'(-inf-7.12]\'',0.042,24,183,'\'(-inf-0.992297]\'',3.29,0.46,10.7,5
7.8,0.19,0.32,'\'(7.12-13.64]\'',0.015,47,124,'\'(0.992297-0.997484]\'',2.99,0.39,11,6
7.8,0.2,0.32,'\'(-inf-7.12]\'',0.016,31,101,'\'(-inf-0.992297]\'',2.99,0.39,11,6
6.1,0.17,0.28,'\'(-inf-7.12]\'',0.028,22,98,'\'(-inf-0.992297]\'',3.16,0.37,11.1,7
7.4,0.2,0.35,'\'(-inf-7.12]\'',0.025,10,40,'\'(0.992297-0.997484]\'',2.79,0.52,10.9,5
6.7,0.39,0.24,'\'(-inf-7.12]\'',0.017,22,80,'\'(-inf-0.992297]\'',3.03,0.37,11.5,5
5.4,0.46,0.15,'\'(-inf-7.12]\'',0.026,29,130,'\'(-inf-0.992297]\'',3.39,0.77,13.4,8
6.9,0.4,0.17,'\'(7.12-13.64]\'',0.033,59,186,'\'(0.997484-1.002671]\'',3.08,0.49,9.4,5
6.9,0.4,0.17,'\'(7.12-13.64]\'',0.033,59,186,'\'(0.997484-1.002671]\'',3.08,0.49,9.4,5
6.9,0.4,0.17,'\'(7.12-13.64]\'',0.033,59,186,'\'(0.997484-1.002671]\'',3.08,0.49,9.4,5
6.3,0.24,0.29,'\'(13.64-20.16]\'',0.035,53,134,'\'(0.992297-0.997484]\'',3.17,0.38,10.6,6
6.9,0.4,0.17,'\'(7.12-13.64]\'',0.033,59,186,'\'(0.997484-1.002671]\'',3.08,0.49,9.4,5
7.4,0.27,0.31,'\'(-inf-7.12]\'',0.014,15,143,'\'(-inf-0.992297]\'',3.03,0.65,12,4
6.1,0.27,0.28,'\'(7.12-13.64]\'',0.042,61,125,'\'(0.992297-0.997484]\'',3.14,0.42,10.2,6
6.3,0.24,0.29,'\'(13.64-20.16]\'',0.035,53,134,'\'(0.992297-0.997484]\'',3.17,0.38,10.6,6
5,0.61,0.12,'\'(-inf-7.12]\'',0.009,65,100,'\'(-inf-0.992297]\'',3.26,0.37,13.5,5
6.7,0.42,0.39,'\'(7.12-13.64]\'',0.04,61,248,'\'(0.997484-1.002671]\'',3.31,0.58,9.7,5
6.5,0.33,0.28,'\'(-inf-7.12]\'',0.018,41,103,'\'(-inf-0.992297]\'',3.24,0.32,12.2,6
6.9,0.33,0.31,'\'(7.12-13.64]\'',0.04,29,135,'\'(-inf-0.992297]\'',3.11,0.57,12.3,5
6.5,0.33,0.28,'\'(-inf-7.12]\'',0.018,41,103,'\'(-inf-0.992297]\'',3.24,0.32,12.2,6
6.3,0.15,0.3,'\'(-inf-7.12]\'',0.022,38,100,'\'(-inf-0.992297]\'',3.42,0.57,11.4,7
6.5,0.32,0.45,'\'(7.12-13.64]\'',0.022,31,97,'\'(-inf-0.992297]\'',3.2,0.7,12.7,7
6.7,0.42,0.39,'\'(7.12-13.64]\'',0.04,61,248,'\'(0.997484-1.002671]\'',3.31,0.58,9.7,5
7.4,0.25,0.29,'\'(-inf-7.12]\'',0.02,31,113,'\'(0.992297-0.997484]\'',3.13,0.29,10.8,6
7.6,0.27,0.3,'\'(7.12-13.64]\'',0.018,23,96,'\'(0.992297-0.997484]\'',3.08,0.29,11,6
6.4,0.27,0.45,'\'(7.12-13.64]\'',0.05,52,196,'\'(0.992297-0.997484]\'',3.18,0.48,9.5,5
6.5,0.25,0.27,'\'(13.64-20.16]\'',0.064,29,140,'\'(0.997484-1.002671]\'',3.2,0.49,10.1,6
5.6,0.19,0.31,'\'(-inf-7.12]\'',0.027,11,100,'\'(-inf-0.992297]\'',3.46,0.4,13.2,7
7.4,0.29,0.48,'\'(7.12-13.64]\'',0.037,61.5,182,'\'(0.997484-1.002671]\'',3.02,0.34,8.8,5
6.4,0.34,0.44,'\'(7.12-13.64]\'',0.043,54,201,'\'(0.992297-0.997484]\'',3.18,0.48,9.5,5
6.6,0.27,0.52,'\'(7.12-13.64]\'',0.044,53,202,'\'(0.992297-0.997484]\'',3.18,0.48,9.5,5
6.6,0.26,0.52,'\'(7.12-13.64]\'',0.047,52,191,'\'(0.992297-0.997484]\'',3.16,0.47,9.5,6
6.4,0.27,0.45,'\'(7.12-13.64]\'',0.05,52,196,'\'(0.992297-0.997484]\'',3.18,0.48,9.5,5
6.5,0.26,0.5,'\'(7.12-13.64]\'',0.051,46,197,'\'(0.992297-0.997484]\'',3.18,0.47,9.5,5
6.8,0.25,0.3,'\'(7.12-13.64]\'',0.043,53,133,'\'(0.992297-0.997484]\'',3.03,0.58,10.4,6
6.3,0.32,0.26,'\'(7.12-13.64]\'',0.049,63,170,'\'(0.992297-0.997484]\'',3.14,0.55,9.9,6
5.5,0.24,0.45,'\'(-inf-7.12]\'',0.046,22,113,'\'(-inf-0.992297]\'',3.22,0.48,10,5
6.5,0.25,0.27,'\'(13.64-20.16]\'',0.064,29,140,'\'(0.997484-1.002671]\'',3.2,0.49,10.1,6
6.6,0.13,0.29,'\'(13.64-20.16]\'',0.056,33,95,'\'(0.992297-0.997484]\'',3.17,0.39,9.4,6
7,0.39,0.21,'\'(7.12-13.64]\'',0.098,13,91,'\'(0.992297-0.997484]\'',3.03,0.47,9.3,5
7.9,0.21,0.39,'\'(-inf-7.12]\'',0.057,21,138,'\'(-inf-0.992297]\'',3.05,0.52,10.9,5
7,0.3,0.28,'\'(-inf-7.12]\'',0.042,21,177,'\'(-inf-0.992297]\'',3.2,0.57,11.4,5
8.1,0.2,0.3,'\'(-inf-7.12]\'',0.036,7,49,'\'(0.992297-0.997484]\'',2.99,0.73,10.3,5
8.3,0.18,0.3,'\'(-inf-7.12]\'',0.033,20,57,'\'(-inf-0.992297]\'',3.02,0.51,11,6
7.9,0.21,0.39,'\'(-inf-7.12]\'',0.057,21,138,'\'(-inf-0.992297]\'',3.05,0.52,10.9,5
7.2,0.17,0.34,'\'(-inf-7.12]\'',0.042,16,111,'\'(0.992297-0.997484]\'',2.99,0.4,10.8,6
8.1,0.2,0.3,'\'(-inf-7.12]\'',0.036,7,49,'\'(0.992297-0.997484]\'',2.99,0.73,10.3,5
8.3,0.18,0.3,'\'(-inf-7.12]\'',0.033,20,57,'\'(-inf-0.992297]\'',3.02,0.51,11,6
7,0.39,0.21,'\'(7.12-13.64]\'',0.098,13,91,'\'(0.992297-0.997484]\'',3.03,0.47,9.3,5
6.8,0.21,0.62,'\'(-inf-7.12]\'',0.041,7,113,'\'(0.992297-0.997484]\'',2.96,0.59,10.2,5
6.9,0.21,0.62,'\'(-inf-7.12]\'',0.042,7,109,'\'(0.992297-0.997484]\'',2.96,0.59,10.2,6
7.2,0.17,0.34,'\'(-inf-7.12]\'',0.042,16,111,'\'(0.992297-0.997484]\'',2.99,0.4,10.8,6
6.8,0.26,0.34,'\'(13.64-20.16]\'',0.06,42,162,'\'(0.992297-0.997484]\'',3.24,0.52,10.5,3
7.2,0.28,0.38,'\'(-inf-7.12]\'',0.052,23,156,'\'(-inf-0.992297]\'',3.13,0.52,11.1,5
7.9,0.21,0.39,'\'(-inf-7.12]\'',0.057,21,138,'\'(-inf-0.992297]\'',3.05,0.52,10.9,5
7,0.3,0.28,'\'(-inf-7.12]\'',0.042,21,177,'\'(-inf-0.992297]\'',3.2,0.57,11.4,5
7.4,0.34,0.28,'\'(7.12-13.64]\'',0.049,31,149,'\'(0.992297-0.997484]\'',3.22,0.49,10.3,5
6.3,0.43,0.32,'\'(7.12-13.64]\'',0.042,18,106,'\'(-inf-0.992297]\'',3.28,0.33,12.9,7
6.8,0.41,0.3,'\'(7.12-13.64]\'',0.045,28,131,'\'(0.992297-0.997484]\'',3.12,0.59,9.9,5
6.3,0.4,0.24,'\'(-inf-7.12]\'',0.036,43,131,'\'(-inf-0.992297]\'',3.24,0.44,11.3,6
5.1,0.35,0.26,'\'(-inf-7.12]\'',0.034,36,120,'\'(-inf-0.992297]\'',3.38,0.4,11.5,6
5.1,0.35,0.26,'\'(-inf-7.12]\'',0.034,36,120,'\'(-inf-0.992297]\'',3.38,0.4,11.5,6
6.3,0.3,0.2,'\'(-inf-7.12]\'',0.039,34,132,'\'(-inf-0.992297]\'',3,0.38,10.7,5
6.9,0.28,0.28,'\'(7.12-13.64]\'',0.042,52,139,'\'(0.992297-0.997484]\'',3.03,0.56,10.4,6
7,0.33,0.28,'\'(-inf-7.12]\'',0.033,39,204,'\'(-inf-0.992297]\'',3.17,0.64,12.5,6
6.7,0.26,0.49,'\'(7.12-13.64]\'',0.052,48,197,'\'(0.992297-0.997484]\'',3.19,0.48,9.5,5
7.3,0.24,0.3,'\'(-inf-7.12]\'',0.042,31,104,'\'(-inf-0.992297]\'',3.05,0.56,11.3,7
6.7,0.46,0.21,'\'(-inf-7.12]\'',0.034,12,88,'\'(-inf-0.992297]\'',3.26,0.54,13,6
5.1,0.35,0.26,'\'(-inf-7.12]\'',0.034,36,120,'\'(-inf-0.992297]\'',3.38,0.4,11.5,6
5.1,0.23,0.18,'\'(-inf-7.12]\'',0.053,13,99,'\'(-inf-0.992297]\'',3.22,0.39,11.5,5
6.3,0.4,0.24,'\'(-inf-7.12]\'',0.036,43,131,'\'(-inf-0.992297]\'',3.24,0.44,11.3,6
7.1,0.44,0.23,'\'(-inf-7.12]\'',0.035,24,100,'\'(-inf-0.992297]\'',3.15,0.57,13.2,7
4.8,0.26,0.23,'\'(7.12-13.64]\'',0.034,23,111,'\'(0.992297-0.997484]\'',3.46,0.28,11.5,7
6.8,0.31,0.19,'\'(-inf-7.12]\'',0.086,30,130,'\'(0.992297-0.997484]\'',2.83,0.44,9.6,5
6.8,0.31,0.19,'\'(-inf-7.12]\'',0.086,30,130,'\'(0.992297-0.997484]\'',2.83,0.44,9.6,5
7,0.15,0.29,'\'(13.64-20.16]\'',0.058,45,110,'\'(0.997484-1.002671]\'',3.15,0.37,9.7,6
6.5,0.41,0.22,'\'(-inf-7.12]\'',0.052,49,142,'\'(0.992297-0.997484]\'',3.14,0.62,9.2,5
6.2,0.31,0.23,'\'(-inf-7.12]\'',0.052,34,113,'\'(0.992297-0.997484]\'',3.16,0.48,8.4,5
8,0.27,0.33,'\'(-inf-7.12]\'',0.05,41,103,'\'(-inf-0.992297]\'',3,0.45,12.4,6
8,0.27,0.33,'\'(-inf-7.12]\'',0.05,41,103,'\'(-inf-0.992297]\'',3,0.45,12.4,6
